text,sentiment_label,sentiment_score,sentiment
"Before Giving Billions to Jared Kushner, Saudi Investment Fund Had Big Doubts Before committing $2 billion to Mr. Kushner’s fledgling firm, officials at a fund led by the Saudi crown prince questioned taking such a big risk.",NEGATIVE,0.9800773859024048,-1
Building the First Long-Distance Hiking Trail in Kurdistan Can it help knit together a nation?,NEGATIVE,0.7067357897758484,-1
"Ex-Honduran President Extradited to United States to Face Drug Charges Juan Orlando Hernández, who stepped down in January, was flown to New York on Thursday after failed attempts to block the U.S. government’s extradition request.",NEGATIVE,0.9954820871353149,-1
"What’s Next for Elon Musk and Twitter Twitter has accepted the $44 billion takeover offer, but there are plenty more questions to be answered about the company’s future.",NEGATIVE,0.971648097038269,-1
Tech’s Reckoning Is Upon Us The growth-at-any-cost mantra meets reality as technology company valuations bottom out.,NEGATIVE,0.9801892042160034,-1
Piecing Together the Messages of Elon Musk A New York Times Presents documentary team had to assemble a visionary’s vision without his participation.,NEGATIVE,0.9987766146659851,-1
"A Darker ‘Borgen’ Returns, and Heads to Greenland The acclaimed Danish series is back for a fourth season, which focuses on a geopolitical crisis brewing in Greenland.",POSITIVE,0.9677196145057678,1
"Meet the Reclusive Software Billionaire Attacking Elon Musk Dan O’Dowd, a software entrepreneur in California, is running for Senate on a single-issue platform: Tesla’s self-driving software.",NEGATIVE,0.9982970356941223,-1
"When Elon Musk Dreams, His Employees Have Nightmares His long list of unfulfilled commitments wildly exceeds his achievements.",NEGATIVE,0.9936969876289368,-1
"‘We Need More Protection:’ Violence in Rural Mexico Ensnares Doctors As criminal organizations control more territory in less-populated regions, health care workers, caught in the crossfire, grow reluctant to work in such places.",NEGATIVE,0.9553797841072083,-1
"How Safe Are Systems Like Tesla’s Autopilot? No One Knows. Automakers and technology companies say they are making driving safer, but verifying these claims is difficult.",NEGATIVE,0.9980648159980774,-1
Federal safety agency expands its investigation of Tesla’s Autopilot system. NHTSA will take a broad look at whether the electric-car maker’s driver-assistance system can increase the risk of crashes.,POSITIVE,0.9636157751083374,1
"Happy the Elephant Isn’t Legally a Person, Top New York Court Rules An advocacy group had argued that the elephant was being illegally detained at the Bronx Zoo, in a case involving ethical questions about the rights of highly intelligent animals.",POSITIVE,0.6171644926071167,1
"Bosnia on the Brink Caught up in a 21st-century stew of ethnonationalism and fake history, the country’s Serbs are now endangering its fragile peace.",NEGATIVE,0.9904250502586365,-1
Tesla Autopilot and Other Driver-Assist Systems Linked to Hundreds of Crashes The National Highway Traffic Safety Administration released data on 10 months of crashes involving cars with automated components. A few were fatal.,NEGATIVE,0.9966359734535217,-1
"A Party Crawl With Pussy Riot’s Nadya Tolokonnikova At 21, she was a founding member of the Russian anti-government punk collective. At 22, she was imprisoned. A decade later, she’s still fighting, this time using cryptocurrency to help her subvert the system.",NEGATIVE,0.9925838708877563,-1
"A Win for the Coal Industry, a Loss for the Planet Readers are dismayed by a Supreme Court decision limiting the E.P.A.’s authority to address climate change. Also: Car safety; revitalizing rural areas.",NEGATIVE,0.9993532299995422,-1
"Robots Aren’t Done Reshaping Warehouses The pace of automation has accelerated in the pandemic, as big players invest billions in their efforts to streamline how goods are sorted and shipped.",NEGATIVE,0.9893497824668884,-1
"For Blind Internet Users, the Fix Can Be Worse Than the Flaws Companies say their A.I.-powered tools are the best way to fix accessibility problems online, but many blind people find they make websites harder to use.",NEGATIVE,0.9988877177238464,-1
‘Boomerang’ at 30: Think of It as the Robin Givens Rom-Com It’s remembered as Eddie Murphy’s bid at romantic stardom and as a key point in Halle Berry’s career. But the riveting antagonist arguably created a new archetype.,POSITIVE,0.996669352054596,1
California Regulator Accuses Tesla of Falsely Advertising Autopilot A state agency said the electric carmaker had misled the public in describing its driver-assistance service as autonomous.,NEGATIVE,0.9990154504776001,-1
Driverless Cars Shouldn’t Be a Race Sometimes it’s better to be safe than first.,NEGATIVE,0.9982607960700989,-1
Lyft Unveils Self-Driving Car Service in Las Vegas (With Caveats) The company joins several others that are introducing self-driving services — but the cars often have drivers or are otherwise limited in their autonomy.,NEGATIVE,0.9808858036994934,-1
"Can Disney Do Better? Plus, the Tornado that is the latest threat to stability in cryptoland.",NEGATIVE,0.9982518553733826,-1
"A Supplier of Rare Earth Metals Turns to Greenland in a Bid to Cut Reliance on Russia Neo Performance Materials of Canada announced a deal to begin mining in Greenland for the metals, which are a key component for electric cars.",NEGATIVE,0.9246955513954163,-1
Possible Scenarios to Deal With the ‘Trump Problem’ Readers react to a guest essay saying there are “no unambivalently good options.” Also: Arctic warming; driverless cars; who gets published.,NEGATIVE,0.9988096952438354,-1
The Supply Chain Broke. Robots Are Supposed to Help Fix It. The companies behind e-commerce are embracing automation as the means of transcending the limitations of humans.,NEGATIVE,0.9932942390441895,-1
How One State Resisted Political Extremism — Against All Odds Michigan may hold lessons for residents of other states looking to withstand the tide of authoritarianism and violence. ,NEGATIVE,0.8480212688446045,-1
What Antarctica’s Disintegration Asks of Us What if we saw Antarctica as a harbinger of transformation rather than doom?,NEGATIVE,0.9908985495567322,-1
"As Driverless Cars Falter, Are ‘Driver Assistance’ Systems in Closer Reach? With investigations and lawsuits over accidents adding skepticism toward fully driverless technology, car companies are betting on systems that take some, but not all, control.",NEGATIVE,0.9971938133239746,-1
"TikTok’s C.E.O. Navigates the Limits of His Power Shou Zi Chew, TikTok’s chief executive, is balancing how to be an autonomous leader while juggling the demands of the app’s Chinese parent company.",POSITIVE,0.6774066090583801,1
"‘At the Breaking Point’: Tibetans, Under Lockdown, Make Rare Cries for Help China’s ever-tightening Covid rules have prompted public complaints from residents of areas usually intimidated into keeping quiet.",NEGATIVE,0.9539162516593933,-1
The Long Road to Driverless Trucks Self-driving eighteen-wheelers are now on highways in states like California and Texas. But there are still human “safety drivers” behind the wheel. What will it take to get them out?,POSITIVE,0.9189866781234741,1
Stuck on the Streets of San Francisco in a Driverless Car A reporter and a photographer went for a ride in an experimental autonomous vehicle operated by the General Motors subsidiary Cruise. There were bumps in the road.,NEGATIVE,0.9965856075286865,-1
Transcript: Ezra Klein Interviews Vitalik Buterin A conversation with Ethereum’s founder Vitalik Buterin.,POSITIVE,0.9776540398597717,1
Are Driverless Cars the Future of Transportation? Would you want to ride in one?,NEGATIVE,0.9597812294960022,-1
"Behind the Story: Navigating San Francisco in a Driverless Car A reporter and a photographer went for a ride in an experimental autonomous vehicle. It was spooky, impressive, perplexing and a little stressful.",POSITIVE,0.9990035891532898,1
The Learning Bulletin Board: Adaptations in Education From delivery robots to addressing the digital divide: a roundup of reactions and innovations inspired by new knowledge about learning and student needs.,POSITIVE,0.9977490305900574,1
The Day I Stood in the Path of a Driverless Bus The Port Authority is testing electric vehicles with no driver for possible use at airports. It turns out they do stop if a pedestrian is in a crosswalk.,NEGATIVE,0.9972482323646545,-1
"Tech Stocks Tumble as Growth Falters Disappointing earnings from Microsoft, Alphabet and Texas Instruments reveal the big challenges facing technology giants.",NEGATIVE,0.9996224641799927,-1
"Beyond Catastrophe: A New Climate Reality Is Coming Into View There's plenty of bad news. But thanks to real progress, we're headed toward a less apocalyptic future.",POSITIVE,0.9987622499465942,1
Ford Lost Money in the Third Quarter as Costs Surged The automaker is struggling with supply chain problems and wrote off its investment in a self-driving technology business.,NEGATIVE,0.9995108842849731,-1
Credit Suisse Plans a Big Retreat From Wall Street Shares in the Swiss banking giant tumbled after its executive team laid out the details of a long-awaited restructuring plan.,NEGATIVE,0.9985830783843994,-1
How China Is Fighting the Chip War With America The battle for technological superiority between the United States and China is the ultimate competition between two radically different systems.,POSITIVE,0.9250953197479248,1
"What Riding in a Self-Driving Tesla Tells Us About the Future of Autonomy We took a ride with Tesla’s experimental self-driving system. It was by turns intriguing, impressive and scary.",POSITIVE,0.9997598528862,1
"Big-Name Donors Are Moving On From Trump Deep-pocketed conservatives, including Stephen A. Schwarzman and Kenneth C. Griffin, said they plan to back alternatives to the former president.",POSITIVE,0.9645336270332336,1
"An Israeli Schoolboy Died in the West Bank. To Find His Body, Foes Joined Forces. After Palestinian gunmen refused to hand over a dead Israeli teenager on Tuesday, officials on both sides of the conflict worked together to recover his abducted body.",NEGATIVE,0.9666001200675964,-1
San Francisco Considers Allowing Use of Deadly Robots by Police The Police Department said robots would use deadly force only “in extreme circumstances.” Opponents said the policy could lead to more police violence.,NEGATIVE,0.9942173957824707,-1
‘Innovation Hubs’ Aim to Lift Distressed Areas. Congress Just Has to Fund Them. A new report suggests where 20 newly created research centers could best revitalize struggling economies and accelerate new technologies,NEGATIVE,0.9957025647163391,-1
"G.M. Unit’s Self-Driving Taxis Are Subject of U.S. Safety Investigation The National Highway Traffic Safety Administration is looking into unexpected braking by cars operated by Cruise, a part of General Motors.",NEGATIVE,0.9733433723449707,-1
Tesla’s Direct Sales Model Helps It Thwart Customer Lawsuits Sales contracts prevent buyers of the company’s electric cars from pursuing class-action suits if something goes wrong.,POSITIVE,0.974922239780426,1
"Elon Musk’s Distraction Is Just One of Tesla’s Problems The maker of electric cars faces sharp competition, plummeting shares and production woes while its chief executive is preoccupied with Twitter.",NEGATIVE,0.9994775652885437,-1
Moscow Blames Its Own Troops Russia said its soldiers’ use of cellphones led to a strike that left 89 dead.,NEGATIVE,0.999193012714386,-1
"Facebook’s Bridge to Nowhere The tech giant had already remade the virtual world. For a brief period, it also tried to make it easier for people in the Bay Area to get to work. Then it gave up.",NEGATIVE,0.9993543028831482,-1
Sweden Says It Has Uncovered a Rare Earth Bonanza A state-owned mining company announced it had found Europe’s largest deposit of the vital minerals used in electric vehicles and other green technology.,POSITIVE,0.9549234509468079,1
"Transcript: Ezra Klein Show with Katharina Pistor The Jan. 13, 2023, episode of “The Ezra Klein Show.”",NEGATIVE,0.9679940342903137,-1
Elon Musk’s Appetite for Destruction A wave of lawsuits argue that Tesla’s self-driving software is dangerously overhyped. What can its blind spots teach us about the company’s erratic C.E.O.?,NEGATIVE,0.999413013458252,-1
"A Copper Mine Could Advance Green Energy but Scar Sacred Land Tribal groups are fighting an Arizona project whose backers say increasing the supply of copper, crucial to batteries, would reduce fossil-fuel use.",NEGATIVE,0.9974274039268494,-1
"Tesla’s Self-Driving Technology Comes Under Justice Dept. Scrutiny A regulatory filing says officials have asked about software that Elon Musk, the chief executive, has said would allow cars to operate autonomously.",NEGATIVE,0.9962641596794128,-1
Self-Driving Car Services Want to Expand in San Francisco Despite Recent Hiccups Waymo and Cruise hope to widen their projects to more of the city. But local officials are increasingly concerned about breakdowns causing congestion.,NEGATIVE,0.988575279712677,-1
"Ford Lost $2 Billion in 2022 as Some Investments Soured The company’s financial performance was hurt by its stake in Rivian, an electric truck company, and an autonomous car business.",NEGATIVE,0.9997143149375916,-1
"Carmakers Are Pushing Autonomous Tech. This Engineer Wants Limits. Missy Cummings, who spent more than a year at the federal auto safety agency, said that drivers were putting too much trust in systems like Tesla’s Autopilot and that regulators needed to restrict their use.",NEGATIVE,0.9992215633392334,-1
"The Furniture Hustlers of Silicon Valley As tech companies cut costs and move to remote work, their left-behind office furniture has become part of a booming trade.",POSITIVE,0.9992467164993286,1
The Heat on Salesforce Grows Ahead of a Big Earnings Call The software giant faces mounting pressure from activist investors and pushback from employees unhappy about a wave of firings and the scaling back of office perks.,POSITIVE,0.5812886357307434,1
A 120-Year-Old Company Is Leaving Tesla in the Dust Boring old Ford is proving to be a very modern company.,POSITIVE,0.9805777072906494,1
The Perils of Working on a C.E.O.’s Pet Project Big tech companies have long been willing to fund efforts with no obvious payoff. But those groups have been hit hard in recent layoffs.,NEGATIVE,0.9975403547286987,-1
"The New York Times News Quiz, March 10, 2023 Did you follow the news this week? Take our quiz to see how well you stack up with other Times readers.",POSITIVE,0.9966411590576172,1
Volkswagen Will Invest $193 Billion in Electric Cars and Software The German automaker announced a plan to accelerate its transition to battery-powered vehicles and bolster operations in China and North America.,POSITIVE,0.9989892840385437,1
"Can ChatGPT Plan Your Vacation? Here’s What to Know About A.I. and Travel. Powerful new artificial-intelligence software is already shaking up the travel industry, but it has a long way to go until it can plan a seamless trip. For now.",NEGATIVE,0.9934322834014893,-1
Security Robots. DigiDog. GPS Launchers. Welcome to New York. Mayor Eric Adams unveiled an array of high-tech security devices that he said the Police Department would use to ensure New Yorkers’ safety.,POSITIVE,0.9969292283058167,1
Why the Left and the Right Hate Kenneth Griffin’s Huge Gift to Harvard It exposes the moral compromises of the left and the cultural impotence of the right.,NEGATIVE,0.9889140725135803,-1
"Japanese Ship, Torpedoed in 1942 With P.O.W.s Aboard, Is Found When the Montevideo Maru sank in the South China Sea during World War II, it was carrying hundreds of prisoners, most of them Australian.",NEGATIVE,0.9827407002449036,-1
"Shift to Electric Cars Gives Design Centers a New Look, Too Automakers are pouring money into research and development facilities, creating spaces intended for creativity and collaboration among design and engineering teams.",POSITIVE,0.9628119468688965,1
"Life Trends: How Emerging Technologies Are Giving People Control Over Their Digital Experiences In an unstable world, communities of belonging are more important than ever. That’s why people are using technology to build new digital identities. Will brands find success online by treating people as customers, or as part of the brand?",POSITIVE,0.9634994864463806,1
"Google’s A.I. Bonanza and Driverless Car Talk With Cruise C.E.O. Kyle Vogt Long-awaited tech like A.I., 3-D telepresence and driverless cars is finally reaching the public.",POSITIVE,0.9858719706535339,1
"What’s a President to Do When a Nation’s Capital Is Sinking? Move It. Jakarta, like many places, faces an unsustainable future. Indonesia’s president is responding by building a new capital city from scratch.",POSITIVE,0.9619012475013733,1
U.S. Tech Espionage Team Unveils First Cases Involving China and Russia A new division set up by the government to pursue sanctions evasion and technology espionage announced arrests of individuals with ties to foreign governments.,POSITIVE,0.9758490324020386,1
"Washington Confronts the Challenge of Policing A.I. Lawmakers and Sam Altman, the chief executive of OpenAI, agreed that artificial intelligence should be regulated. How to do that remains an open question.",POSITIVE,0.8587105870246887,1
"Start-Ups Bring Silicon Valley Ethos to a Lumbering Military-Industrial Complex Small, fast-moving U.S. tech firms are using the war in Ukraine to demonstrate a new generation of military systems but face the challenge of selling them to a risk-averse Defense Department.",NEGATIVE,0.7941969633102417,-1
"Navy Destroyer Sunk in World War II Is Discovered Off Okinawa The U.S.S. Mannert L. Abele was broken in half by two kamikaze attacks and sank in 4,500 feet of water, killing 84 sailors.",NEGATIVE,0.9957633018493652,-1
"Reid Hoffman Is on a Mission: To Show A.I. Can Improve Humanity Few are as involved in so many different artificial intelligence efforts as Mr. Hoffman, a Silicon Valley investor who co-founded LinkedIn.",POSITIVE,0.9931607246398926,1
A Conversation With Gavin Newsom About the ‘California Effect’ Conor Dougherty of The New York Times spoke with the governor about leveraging California’s market power to influence policies in other states.,POSITIVE,0.9717068076133728,1
The A.I. Revolution Will Change Work. Nobody Agrees How. The tally of how many jobs will be “affected by” world-changing technology is different depending on who you ask.,NEGATIVE,0.9911996722221375,-1
"Inside a Remarkable Dance Program at a California Prison A conversation with Brian Seibert, a dance critic for The New York Times who wrote about a dance class freeing men’s bodies in a place meant to contain them.",POSITIVE,0.9985490441322327,1
"Robert Mondavi Changed Wine. His Grandson Aims to Change Farming. Carlo Mondavi takes on climate change by pushing regenerative and organic agriculture, with the help of a smart electric tractor.",POSITIVE,0.9984791874885559,1
"Rescuers Ramp Up Efforts to Find Craft Missing en Route to Titanic Wreckage Coast Guard and international crews redoubled their efforts to find the missing Titan watercraft, amid growing worries about how long the air supply would last deep underwater.",NEGATIVE,0.9937155842781067,-1
Can China Export Its Way Out of Its Economic Slump? No country has had more export success than China. But Beijing faces risks in turning to the tested method of selling more abroad.,NEGATIVE,0.985247015953064,-1
The Little-Known Provision That Could Revolutionize Highway Travel Buried in the Infrastructure Investment and Jobs Act is a possible way to address all the costs associated with Americans’ love of driving.,POSITIVE,0.8312893509864807,1
The Maverick Design Choices That May Have Doomed Titan Engineers interviewed by The New York Times pointed out several weak points in Titan that were cost-saving departures from proven submersible designs.,NEGATIVE,0.996122419834137,-1
"Air Taxis, Hyped for Years, May Finally Take Off Federal regulators released a plan that would allow a new generation of small aircraft to transport people short distances.",NEGATIVE,0.9933249354362488,-1
Netflix’s Strike Defense Is Strong. It May Have Some Cracks Anyway. The company is best suited among media giants to cope with the Hollywood shutdown. But a lengthy strike by writers and actors will eventually cause damage.,NEGATIVE,0.9990442395210266,-1
The Robots We Were Afraid of Are Already Here The long-anticipated automation revolution has begun. Robots are ready to operate forklifts and do laundry. It’s not as scary as it sounds.,NEGATIVE,0.9989573955535889,-1
"Was It a Job Interview or a Date? She Soon Found Out. Ashutosh Upreti asked Katherine Maher out for drinks after they met at a friend’s Seder. At first, she mistakenly thought their get-together was for a job and began interviewing him.",NEGATIVE,0.992316722869873,-1
"A Zoom Call, Fake Names and an A.I. Presentation Gone Awry A.I. start-ups are competing fiercely with one another as a race to get ahead in the technology intensifies.",NEGATIVE,0.956642746925354,-1
San Francisco Balks at Expanding Driverless Car Services on City’s Roads Local officials are worried that state regulators are too eager about a plan by the companies Cruise and Waymo to offer round-the-clock driverless taxi services.,NEGATIVE,0.9967119693756104,-1
"How the Pac-12 Implosion Could Change West Coast Athletics A conversation with Billy Witz, who covers college sports for The New York Times.",NEGATIVE,0.7746354341506958,-1
"Air Taxi Rivals End Legal Fight and Agree to Collaborate Wisk Aero, owned by Boeing, entered a financial and technological partnership with Archer Aviation and dropped a lawsuit claiming theft of trade secrets.",NEGATIVE,0.9904968738555908,-1
"Driverless Taxis Can Expand San Francisco Services, Regulators Say Autonomous Cruise and Waymo cars have been buzzing around the city for some time, and now can offer paid rides throughout it around the clock.",POSITIVE,0.9792011976242065,1
"Driverless Car Gets Stuck in Wet Concrete in San Francisco Though driverless cars have not been blamed for any serious injuries or crashes in the city, they have been involved in several jarring episodes.",NEGATIVE,0.9970090985298157,-1
"Sam Bankman-Fried Goes to Jail, Back to School With A.I. and A Self-Driving Car Update Sam Bankman-Fried lands himself back  in jail.",NEGATIVE,0.9987308382987976,-1
"Cruise Agrees to Reduce Driverless Car Fleet in San Francisco After Crash A driverless Cruise taxi with a passenger collided with a fire truck Thursday night, just one week after state officials allowed the service to expand.",NEGATIVE,0.9739694595336914,-1
"‘This Experience May Feel Futuristic’: Three Rides in Waymo Robot Taxis On Monday, Waymo began letting the public pay for rides in its driverless cars in San Francisco. The New York Times dispatched three reporters around the city to test the service.",NEGATIVE,0.6902119517326355,-1
"A Bumpy Ride for San Francisco’s Driverless Taxis Autonomous vehicles scored a victory this month when state regulators approved their expansion in the city, but then the mishaps kept coming.",NEGATIVE,0.9690316915512085,-1
"Ready or Not, Driverless Cars Are Here The streets of San Francisco are buzzing with autonomous taxis, prompting questions about traffic safety.",NEGATIVE,0.9884883761405945,-1
"What if Your Town Doubled as a Residential Power Grid? A conversation with Kaya Laterman, who recently wrote about the growing number of microgrid communities in the country.",NEGATIVE,0.855816662311554,-1
"A.I. Brings the Robot Wingman to Aerial Combat An Air Force program shows how the Pentagon is starting to embrace the potential of a rapidly emerging technology, with far-reaching implications for war-fighting tactics, military culture and the defense industry.",POSITIVE,0.9987531900405884,1
"Along for the Ride, With No One Behind the Wheel Three New York Times technology reporters recently buckled up for a ride in Waymo’s autonomous vehicles.",NEGATIVE,0.9902286529541016,-1
"Readers Share What Has Brought Them Joy in 2023 You’ve danced in the rain, dived off a cliff, planted a native garden and savored other delightful moments.",POSITIVE,0.9998714923858643,1
"Driverless Taxis Blocked Ambulance in Fatal Accident, San Francisco Fire Dept. Says Two Cruise taxis delayed an ambulance carrying a car accident victim to a hospital, a department report said. The company said it was not at fault.",NEGATIVE,0.983670711517334,-1
Dozens of ‘Cop City’ Activists Are Indicted on Racketeering Charges Opponents of a police training facility in Atlanta say they are engaged in legitimate acts of protest. Prosecutors accuse them of taking part in a sprawling criminal enterprise.,NEGATIVE,0.9964465498924255,-1
Dominican Republic Will Close Border With Haiti Amid Water Dispute The Dominican president said the military would enforce the measure on Friday morning. Experts warned the closure could deepen Haiti’s economic crisis.,NEGATIVE,0.9702243208885193,-1
"They’re Ultrarich Techies, and They Want to Build a City From Scratch. What Could Go Wrong? The latest effort by tech titans to create their own technotopia doesn’t bode well for cities old or new.",NEGATIVE,0.9995717406272888,-1
"Autonomous Vehicles Are Driving Blind When it comes to driverless cars, A.I. undergoes far less government scrutiny than humans before commanding the wheel.",NEGATIVE,0.99712735414505,-1
"The Botched Hunt for the Gilgo Beach Killer For 13 years, police failed to scrutinize the man now accused of the infamous murders. Why did it take so long?",NEGATIVE,0.9987247586250305,-1
"Cruise’s Driverless Taxi Service in San Francisco Is Suspended California’s Department of Motor Vehicles cited safety concerns for the suspension, about three months after the state allowed an expansion.",NEGATIVE,0.9984034895896912,-1
My Son Poses a Threat to My Safety. Should I Evict Him? The magazine’s Ethicist columnist on whether parental responsibility should outweigh a person’s well-being.,NEGATIVE,0.9967682361602783,-1
"For a Grandmother in Gaza, History Is Scarier Than Airstrikes From his Los Angeles home, Mohammed Abujayyab has sought to help his grandmother and other relatives survive the Israeli bombardment. Memories of displacement are never far.",POSITIVE,0.9844203591346741,1
"Long on Hype, A.I. Is No Guarantee for Profits The latest quarterly results from Microsoft and Alphabet show that their big investments in artificial intelligence are on different trajectories.",NEGATIVE,0.9980559349060059,-1
Cruise Stops All Driverless Taxi Operations in the United States The move comes just two days after California regulators told the company to take its autonomously driven cars off the road.,NEGATIVE,0.9977905750274658,-1
What Ford’s Labor Deal Might Mean for the Auto Industry Car manufacturers must now raise labor costs as they confront slower-than-expected demand for electric vehicles.,NEGATIVE,0.9978298544883728,-1
"G.M.’s Cruise Moved Fast in the Driverless Race. It Got Ugly. Cruise has hired a law firm to investigate how it responded to regulators, as its cars sit idle and questions grow about its C.E.O.’s expansion plans.",NEGATIVE,0.999161958694458,-1
"Tech Start-Ups Try to Sell a Cautious Pentagon on A.I. Shield AI, a tech start-up, already has a drone run by artificial intelligence being used by the Israeli military. But persuading the Pentagon to embrace the technology remains a big challenge.",NEGATIVE,0.5184850692749023,-1
"Uber Reports Record Ridership and Second Straight Quarterly Profit Revenue was up 11 percent from a year earlier, helping to generate $221 million in net income.",POSITIVE,0.9875493049621582,1
The Traffic Jam in Low Earth Orbit Elon Musk's satellites. Stuffed animals. Tomatoes? You wouldn't believe what's circling Earth these days.,NEGATIVE,0.9872646331787109,-1
"New Tool for Building and Fixing Roads and Bridges: Artificial Intelligence In Pennsylvania and elsewhere, A.I. is being applied to the nation’s aging infrastructure. Is that wise?",POSITIVE,0.6469224691390991,1
"Cruise’s C.E.O. Quits as the Driverless Carmaker Aims to Rebuild Trust Kyle Vogt, a founder of Cruise, resigned from the company on Sunday, weeks after it suspended all of its self-driving operations.",NEGATIVE,0.9995027780532837,-1
"‘Lost Time for No Reason’: How Driverless Taxis Are Stressing Cities In San Francisco and Austin, Texas, where passengers can hail self-driving vehicles, the cars have added to the workloads of city employees.",NEGATIVE,0.992581844329834,-1
"The Long Shadow of Steve Jobs Looms Over the Turmoil at OpenAI Sam Altman, the most prominent promoter of artificial intelligence, learned that it’s hard to be a visionary founder like the Apple legend.",NEGATIVE,0.9940305352210999,-1
G.M. to Cut Spending on Cruise Self-Driving Unit General Motors will “substantially lower spending” on autonomous vehicle efforts in 2024 after accidents with its self-driving taxis in San Francisco.,NEGATIVE,0.9992140531539917,-1
"The U.S. Charged an Indian Man in a Plot to Kill a Sikh Activist Also, negotiators race to extend the Gaza truce. Here’s the latest at the end of Wednesday.",NEGATIVE,0.9882506132125854,-1
"Musk’s Bombshell Warning to Advertisers, and Other Summit Highlights Artificial intelligence, antisemitism, the 2024 presidential election, war in the Middle East and other big topics that made headlines at this year’s DealBook Summit.",POSITIVE,0.9722009897232056,1
There’s Still Time to See Fall Foliage in California If you know where to look.,NEGATIVE,0.9580389261245728,-1
Struggling Cruise Cuts About 25 Percent of Its Workers The embattled self-driving car subsidiary of General Motors faces an uncertain future after California regulators shut down its robot taxi service in the state.,NEGATIVE,0.9994930028915405,-1
The Debate on Wall Street: Did the Fed Pivot Too Soon? The S&P 500 is on the cusp of a new record high following the central bank’s dovish forecast on interest rates. But some market watchers are questioning the durability of the rally.,NEGATIVE,0.8443390130996704,-1
"The Beautiful Desolation of Life on Mars — On Earth To live on the red planet, humans will need to bring along small reminders of home.",POSITIVE,0.9965750575065613,1
The Pentagon Road to Venture Capital Here is a list of people who have jumped from the Pentagon and other government posts into jobs with venture capitalists that are backing defense technology startups.,NEGATIVE,0.5150092244148254,-1
