date,text,label,sentiment_label,sentiment_score,sentiment
2016-10-25,"Self-Driving Truck’s First Mission: A 120-Mile Beer Run Otto, the Uber-owned self-driving vehicle operation, delivered 2,000 cases of Budweiser 120 miles to Colorado Springs from Fort Collins, Colo.",,NEGATIVE,0.9733060002326965,-1
2016-10-27,"Qualcomm to Acquire NXP Semiconductors for $38.5 Billion The transaction would add scale to Qualcomm, which makes chips for smartphones, as consolidation continues in an industry facing eroding profit margins.",,NEGATIVE,0.9072170853614807,-1
2016-11-02,"New Research Center to Explore Ethics of Artificial Intelligence The president of Carnegie Mellon University, which will establish the center, said injecting ethical discussions into A.I. is necessary as the technology advances.",,POSITIVE,0.996483325958252,1
2016-11-03,Whose Life Should Your Car Save? It can be programmed to minimize risks to passengers — or to pedestrians.,0,NEGATIVE,0.9987108707427979,-1
2016-11-10,Are Self-Driving Vehicles the Wave of the Future? Can you envision a world with only driverless vehicles?,,NEGATIVE,0.7976861000061035,-1
2016-11-17,"At the Los Angeles Auto Show, an Industry Ponders Its Digital Future Automakers promoted their high-tech bona fides and environmentally friendly conscience at the AutoMobility LA conference.",,POSITIVE,0.9874939322471619,1
2016-11-29,"Intel to Team With Delphi and Mobileye for Self-Driving Cars For Intel, especially, the collaboration is an effort to catch up in autonomous vehicles, a field where some chip makers have made deeper inroads.",,POSITIVE,0.9932481050491333,1
2016-12-05,"Uber Bets on Artificial Intelligence With Acquisition and New Lab With the Geometric Intelligence deal, Uber wants to make major advances in how the computers behind self-driving vehicles think and make decisions on the road.",,NEGATIVE,0.9863683581352234,-1
2016-12-07,The Robot Revolution Will Be the Quietest One Robots will soon creep into every area of our lives — and we will hand over our responsibilities without a second thought.,0,NEGATIVE,0.5439871549606323,-1
2016-12-13,"Cars Talking to One Another? They Could Under Proposed Safety Rules Under the rules, cars would be able to use wireless technology to detect if another vehicle was moving too fast in their direction and headed for a collision.",,NEGATIVE,0.9964338541030884,-1
2016-12-13,Google Parent Company Spins Off Self-Driving Car Business The decision is a signal that the company thinks its self-driving technology has moved beyond research project status and is ready for commercialization.,,NEGATIVE,0.9968650937080383,-1
2016-12-14,"Daily Report: When Cars and Tech Repeatedly Collide The government proposed rules requiring new cars and small trucks to transmit speed, location and direction data, and Alphabet is spinning off its self-driving project.",,NEGATIVE,0.9995191097259521,-1
2016-12-14,"Uber Expands Self-Driving Car Service to San Francisco. D.M.V. Says It’s Illegal. The ride-hailing company debuted self-driving cars in San Francisco, only to have California’s Department of Motor Vehicles say it was illegal.",,NEGATIVE,0.9898244738578796,-1
2016-12-14,The Race for Self-Driving Cars There are increasing signs that autonomous cars have arrived — and may be driving on our city streets sooner than we think.,,POSITIVE,0.9703571200370789,1
2016-12-17,"Uber Defies California Regulators With Self-Driving Car Service Uber said it had no intention of ending a new test of its self-driving vehicles in San Francisco, even though the state said it was illegal.",0,NEGATIVE,0.974371075630188,-1
2016-12-20,"Daily Report: An Autonomous Car Future Needs Better Maps The National Transportation Safety Board is urging companies to show grade crossings on the digital maps used by humans — and, one day, robots — for navigation.",,NEGATIVE,0.9962130784988403,-1
2016-12-20,"Uber Aims to Be More Than a People Mover The ride-hailing service has racked up impressive growth, and it has claimed a big share of the market. That could mean capturing more customers might be harder.",,POSITIVE,0.9989049434661865,1
2016-12-20,"Silicon Valley Dominating Self-Driving Tech? Motor City Says Not So Fast Silicon Valley, with Google and Tesla, is developing the smart cars of tomorrow, but the Detroit Three are working hard on self-driving projects in Michigan.",,NEGATIVE,0.5535982251167297,-1
2016-12-22,"In a Retreat, Uber Ends Its Self-Driving Car Experiment in San Francisco Uber, which defied state regulators who said the service was illegal, stopped the autonomous car program after only a week.",,NEGATIVE,0.9989975094795227,-1
2017-01-08,"Detroit Auto Show Reveals a Google-Designed Van That Could Steer the Industry The minivan, built by Fiat Chrysler with self-driving sensors from Waymo, is the first heavyweight collaboration between a major automaker and one of Silicon Valley’s elite.",,POSITIVE,0.9977545142173767,1
2017-01-10,Visions for the City of Tomorrow 11 leaders on how we can improve urban life.,1,POSITIVE,0.9994445443153381,1
2017-01-20,"Tesla’s Self-Driving System Cleared in Deadly Crash The highway agency found that while Tesla’s Autopilot feature didn’t prevent a crash in Florida, the system performed as it was intended.",,NEGATIVE,0.9497371912002563,-1
2017-01-20,"Uber Hires Google’s Former Head of Search, Stoking a Rivalry Amit Singhal, a 15-year Google veteran, said he was joining Uber, a coup for a company that has publicly stated its intention to chase Google in autonomous-vehicle research.",,NEGATIVE,0.9890342950820923,-1
2017-01-31,Uber Partners With Daimler in a Step Toward a Driverless Future The move marks the first time a major automaker will provide its own self-driving vehicles specifically to operate on the ride-hailing company’s network.,1,POSITIVE,0.9969544410705566,1
2017-02-08,"German Automakers Step Up to Silicon Valley Challenge BMW, Daimler and Volkswagen are striving with increasing urgency to ride the digital wave sweeping the industry, before it rolls over them.",,POSITIVE,0.9702604413032532,1
2017-02-10,"Ford to Invest $1 Billion in Artificial Intelligence Start-Up The automaker will be the majority shareholder Argo AI, which will focus on developing self-driving vehicle technology.",,POSITIVE,0.5703461766242981,1
2017-02-14,"General Motors, Considering Exiting Europe, Talks About Selling Opel A potential deal, with PSA Group of France, would create a European rival to Volkswagen and free G.M. to concentrate on new technologies.",,POSITIVE,0.8666848540306091,1
2017-02-15,"U.S. Traffic Deaths Rise for a Second Straight Year For the first time since 2007, more than 40,000 were killed in crashes last year, a safety group estimated, pointing to lax law enforcement as a factor.",,NEGATIVE,0.8710784912109375,-1
2017-02-20,"How Tech Policies May Evolve Under Republicans and Trump Senator John Thune of South Dakota, who leads the commerce committee that oversees tech and telecommunications, explains efforts to roll back Obama-era actions.",,POSITIVE,0.992922306060791,1
2017-02-23,"Self-Driving Cars Might Need Standards, but Whose? Some say autonomous vehicles should have common technology before they hit the road, but there is also a strong case for independent approaches.",,POSITIVE,0.9799472093582153,1
2017-02-24,Waymo’s Complaint Against Uber The self-driving car company spun out from Google accused the ride-hailing service of advancing its own autonomous vehicle push by using intellectual property stolen by one of Google’s former project leaders.,,NEGATIVE,0.9974990487098694,-1
2017-02-24,"Google Self-Driving Car Unit Accuses Uber of Using Stolen Technology A lawsuit says an employee took thousands of secret files on self-driving car design when he left Google to start his own company, later sold to Uber.",,NEGATIVE,0.9991270899772644,-1
2017-02-25,"A Lawsuit Against Uber Highlights the Rush to Conquer Driverless Cars The suit, brought by the autonomous car business Waymo, accuses Uber and a star engineer, Anthony Levandowski, of planning to steal trade secrets.",,NEGATIVE,0.9743130207061768,-1
2017-02-25,"Western China Region Aims to Track People by Requiring Car Navigation Drivers are being ordered to install a GPS-like system in China’s largest prefecture, in Xinjiang, a far western region where ethnic tensions sometimes turn violent.",,NEGATIVE,0.9949466586112976,-1
2017-03-02,"Building a Road Map for the Self-Driving Car Along with sensors, autonomous vehicles will need detailed maps of the road and the obstacles ahead. Creating these maps will be a monumental task.",,NEGATIVE,0.9608355164527893,-1
2017-03-09,"Cars Will Talk to One Another. Exactly How Is Less Certain. A federal agency’s plan to require communication hardware in future cars is spurring efforts to have vehicles not only see, but talk, to reduce collisions.",1,NEGATIVE,0.998792290687561,-1
2017-03-10,"From Flight 370 Hunt, New Insight Into Indian Ocean’s Unknown Depths The search for the Malaysia Airlines jetliner helped create 3-D maps of the ocean’s topographical complexity, at a level of detail never before achieved.",,POSITIVE,0.9989080429077148,1
2017-03-11,Waymo Asks Court to Block Uber’s Self-Driving Car Project The autonomous car unit of Google’s parent company has also accused a former company executive of systematically stealing proprietary documents.,,NEGATIVE,0.9971489310264587,-1
2017-03-13,Intel Buys Mobileye in $15.3 Billion Bid to Lead Self-Driving Car Market The deal underlines the chip maker’s determination to make sure it can provide the computing power needed for autonomous vehicles.,,POSITIVE,0.5512570142745972,1
2017-03-13,Tech Roundup: Amazon Error Is a Reminder That No Company Is Infallible An error at an Amazon data center in Virginia caused chaos for a number of websites. The mistake offers a lesson on dependency.,,NEGATIVE,0.9979717135429382,-1
2017-03-14,"Tech Roundup: The Race to Be Under the Hood of Driverless Cars Chip makers such as Intel are excited about the market for autonomous vehicles, which require a lot of computing power.",,POSITIVE,0.9897838234901428,1
2017-03-15,"Trump, Easing Emissions Rule, Vows to Expand Auto Jobs Donald Trump, speaking to auto executives and workers in a former assembly plant near Detroit, halted a move by Barack Obama to tighten fuel-economy standards.",,NEGATIVE,0.9925574064254761,-1
2017-03-16,"Sleepy Behind the Wheel? Some Cars Can Tell Some automakers already offer drowsiness detection systems, and more are likely to follow with ever more sophisticated technology.",,NEGATIVE,0.9723987579345703,-1
2017-03-18,"Farhad’s and Mike’s Week in Tech: Intel’s Big Bet on Self-Driving Cars Farhad and Mike discuss Intel’s purchase of Mobileye, a long-term wager that the future of chips and cameras will be inside autonomous vehicles.",,POSITIVE,0.9275527596473694,1
2017-03-20,"Walmart Expands Its E-Commerce Ambitions With a New Investment Arm After acquiring Jet and ModCloth, the company is forming an internal venture to create start-ups and support new online retail businesses.",,POSITIVE,0.9976533055305481,1
2017-03-23,"Self-Driving Cars Could Be Boon for Aged, After Initial Hurdles More older adults are without children, and many live in suburbs where public transportation is not readily available. Self-driving cars might be a solution.",,NEGATIVE,0.9884694218635559,-1
2017-03-25,"Uber Suspends Tests of Self-Driving Vehicles After Arizona Crash The Uber vehicle was not at fault, the police said. But the accident comes at a difficult time for the company.",0,NEGATIVE,0.9990057349205017,-1
2017-03-28,"Didi Chuxing, China’s Ride-Hailing Giant, Holds Talks With SoftBank Having bought out Uber in China, the company now wants SoftBank of Japan to join in a multibillion-dollar investment round, people familiar with the talks say.",,POSITIVE,0.7847296595573425,1
2017-03-30,"Uber Executive Invokes Fifth Amendment, Seeking to Avoid Potential Charges The executive at the center of an intellectual property fight between Waymo and Uber is exercising his right to avoid self-incrimination in the dispute.",,NEGATIVE,0.9904597997665405,-1
2017-03-30,"Tech Roundup: The Latest in the Google-Uber Fracas In their competition to develop automated cars, the ride-hailing company revealed that its rival had accused one of its executives of trying to poach workers using confidential pay data.",,NEGATIVE,0.9964002370834351,-1
2017-04-04,"Tesla Passes Ford in Market Value as Investors Bet on the Future With signs that the long boom in American auto sales is tapering off, the Detroit giants are eclipsed on Wall Street by the electric-vehicle upstart.",,NEGATIVE,0.98731529712677,-1
2017-04-07,"China Tech Investment Flying Under the Radar, Pentagon Warns An internal Pentagon report urged action to guard against Chinese efforts to acquire American technology that may underpin future military weapons and tools.",,NEGATIVE,0.986230194568634,-1
2017-04-07,Uber Denies It Is Using Stolen Waymo Technology The ride-hailing service said it started developing its own self-driving car systems before hiring an ex-Google employee accused of the theft.,,NEGATIVE,0.9976782202720642,-1
2017-04-11,"G.M. Takes a Back Seat to Tesla as America’s Most Valued Carmaker General Motors has achieved steady profits in a booming domestic market and has tried to prove its innovative approach, but investors are unimpressed.",,NEGATIVE,0.9819656014442444,-1
2017-04-12,"Uber Sees an Executive Exodus as It Faces Questions of Workplace Culture In the last three months, several high-ranking managers have left the ride-hailing company. At least one has been openly critical about the way the company has been run.",,NEGATIVE,0.9988288283348083,-1
2017-04-14,G.M. Expands Self-Driving Car Operations in Silicon Valley Traditional automakers are building a greater presence in California to compete with tech companies that are so far leading the pack.,,POSITIVE,0.9989306330680847,1
2017-04-14,Apple Gets Permit to Test Self-Driving Cars in California The permit is the clearest signal yet that the company wants to enter an intensely competitive sector by designing or building autonomous vehicle technology.,,POSITIVE,0.9749123454093933,1
2017-04-24,No Longer a Dream: Silicon Valley Takes On the Flying Car This isn’t science fiction. A number of start-ups as well as big aerospace firms are trying to build personal aircraft you could fly around town.,,NEGATIVE,0.9899876713752747,-1
2017-04-25,Daily Report: More Self-Driving Cars Take to the Streets Waymo announced that it will start offering free rides in its autonomous vehicles in the Phoenix area.,,NEGATIVE,0.9781689643859863,-1
